time,open,high,low,close,volume
2026-03-30,60.6,61.5,60.2,60.6,4075600
2026-03-31,61.0,61.5,60.5,60.5,5323200
2026-04-01,61.3,62.2,61.0,61.3,5446200
2026-04-02,61.5,61.7,60.8,60.8,2855300
2026-04-01,61.3,62.2,61.0,61.3,5446200
2026-04-02,61.5,61.7,60.8,60.8,2855300
2026-03-31,61.0,61.5,60.5,60.5,5323200
2026-04-01,61.3,62.2,61.0,61.3,5446200
2026-04-02,61.5,61.7,60.8,60.8,2855300
